11,5656416834212160
13,6626158047356330
13,6626243506838990
15,0869911302234140
16,5767008067165840
16,6121435031554580
18,9660910409284680
19,0143162859462260
19,0548011017545170
19,0548011017545170
19,0548011017545170
19,0548011017545170
19,0548011017545170
19,0553472938365540
19,0553472938365540
19,0554580113558850
19,0554580113558850
19,0554959335954310
19,0554959335954310
19,0555877841666760
19,0555951399970700
19,0555951399970700
19,0555951399970700
19,0555951399970700
19,0556559855577030
19,0556559855577030
19,0556559855577030
19,0556626309582240
19,0556626309582240
19,0556626309582240
19,0556626309582240
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
19,0556678880492000
